sample_id,domain,user_prompt,ground_truth_verdict,initial_llm_response,detector_risk,initial_trust_score,final_trust_score,trust_score_delta,attempts_count,is_approved,final_response,total_latency_ms
sample_108,general,"An edited version of ""Just the Two of Us"" reached number two on the ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spend how many weeks at No. 1 on the ""Billboard"" hot 100?",hallucinated,"The song that ""Just the Two of Us"" lost to spent ten weeks at No. 1 on the ""Billboard"" Hot 100.",0.82,0.25,0.25,0.0,3,False,"The song that ""Just the Two of Us"" lost to spent ten weeks at No. 1 on the ""Billboard"" Hot 100.",59668.22
sample_109,general,"An edited version of ""Just the Two of Us"" reached number two on the ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spend how many weeks at No. 1 on the ""Billboard"" hot 100?",supported,nine,0.12,0.98,0.98,0.0,1,True,nine,0.02
sample_110,general,"Which band has more members, Saint Motel or Curve?",hallucinated,Curve has no more members.,0.82,0.25,0.25,0.0,3,False,Curve has no more members.,4233.27
sample_111,general,"Which band has more members, Saint Motel or Curve?",supported,Saint Motel,0.12,0.98,0.98,0.0,1,True,Saint Motel,0.02
sample_112,general,"""Funnybot"" is the second episode of the fifteenth season of which American animated television series, created by Trey Parker and Matt Stone?  ",hallucinated,"""Funnybot"" is the third episode of the fifteenth season of ""American Dad,"" created by Seth MacFarlane.",0.82,0.25,0.98,0.73,1,True,"""Funnybot"" is the second episode of the fifteenth season of ""South Park,"" created by Trey Parker and Matt Stone.",3208.88
sample_113,general,"""Funnybot"" is the second episode of the fifteenth season of which American animated television series, created by Trey Parker and Matt Stone?  ",supported,South Park,0.12,0.98,0.98,0.0,1,True,South Park,0.02
sample_114,general,"Which private research university is located in Chestnut Hill, Massachusetts Boston College or Stanford University? ",hallucinated,Stanford University has a Chestnut Hill campus.,0.82,0.25,0.98,0.73,1,True,"Boston College is a private Jesuit Catholic research university located in the affluent village of Chestnut Hill, Massachusetts, United States, 6 mi west of downtown Boston. Stanford University is a private research university in Stanford, California, adjacent to Palo Alto and between San Jose and San Francisco.",6329.96
sample_115,general,"Which private research university is located in Chestnut Hill, Massachusetts Boston College or Stanford University? ",supported,Boston College,0.12,0.98,0.98,0.0,1,True,Boston College,0.02
sample_116,general,"What American stage, film, and television actor  who also appeared in a large number of musicals, played Samson in the 1949 film ""Samson and Delilah"".",hallucinated,"The actor who played Samson in the 1949 film ""Samson and Delilah"" was an Englishman named Charles Laughton.",0.82,0.25,0.98,0.73,1,True,"Victor John Mature, born on January 29, 1913, and died on August 4, 1999, was an American stage, film, and television actor. He starred in several Biblical movies during the 1950s and was known for his dark good looks and mega-watt smile. He also appeared in a large number of musicals opposite such stars as Rita Hayworth and Betty Grable.",10240.62
sample_117,general,"What American stage, film, and television actor  who also appeared in a large number of musicals, played Samson in the 1949 film ""Samson and Delilah"".",supported,Victor John Mature,0.12,0.98,0.98,0.0,1,True,Victor John Mature,0.01
sample_118,general,Iqaluit Airport and Canadian North are based out of what country?,hallucinated,Canadian North is based out of Canada.,0.82,0.25,0.98,0.73,1,True,"Iqaluit Airport (IATA: YFB, ICAO: CYFB) serves Iqaluit, Nunavut, Canada and is located adjacent to the town. Canadian North Inc. is an airline headquartered in Calgary, Alberta, Canada.",3126.34
sample_119,general,Iqaluit Airport and Canadian North are based out of what country?,supported,Canada,0.12,0.98,0.98,0.0,1,True,Canada,0.01
sample_120,general,In what political party was the man who officially opened he Royal Spa Centre in 1972?,hallucinated,The man who opened the Royal Spa Centre in 1972 was a member of the Labour Party.,0.82,0.25,0.98,0.73,1,True,"The man who officially opened the Royal Spa Centre in 1972 was Robert Anthony Eden, who was a member of the Conservative Party.",2061.26
sample_121,general,In what political party was the man who officially opened he Royal Spa Centre in 1972?,supported,Conservative,0.12,0.98,0.98,0.0,1,True,Conservative,0.02
sample_122,general,Which Oscar-nominated film was written by the screenwriter who wrote a 1991 romantic drama based upon a screenplay by Sooni Taraporevala?,hallucinated,The Namesake,0.82,0.25,0.98,0.73,1,True,"Sooni Taraporevala's 1991 romantic drama ""Mississippi Masala,"" which she also wrote, won the Academy Award for Best Adapted Screenplay.",2442.81
sample_123,general,Which Oscar-nominated film was written by the screenwriter who wrote a 1991 romantic drama based upon a screenplay by Sooni Taraporevala?,supported,Salaam Bombay,0.12,0.98,0.98,0.0,1,True,Salaam Bombay,0.01
sample_124,general,Are both Tim McIlrath and Spike Slawson American punk rock musicians?,hallucinated,"Tim McIlrath and Spike Slawson are both musicians, but only one is an American punk rock musician.",0.82,0.25,0.98,0.73,1,True,Both Tim McIlrath and Spike Slawson are American punk rock musicians.,1369.68
sample_125,general,"The Golden Globe Award winner for best actor from ""Roseanne"" starred along what actress in Gigantic?",hallucinated,John Goodman starred in Gigantic.,0.82,0.25,0.98,0.73,1,True,"Gigantic is a 2008 independent comedy film directed by Matt Aselton and starring Paul Dano, Zooey Deschanel, John Goodman, Edward Asner, and Jane Alexander.",2711.38
sample_126,general,"The Golden Globe Award winner for best actor from ""Roseanne"" starred along what actress in Gigantic?",supported,Zooey Deschanel,0.12,0.98,0.98,0.0,1,True,Zooey Deschanel,0.02
sample_127,general,"The expert mentor to the celebrities that perform on ""Splash!"" won the 2009 FINA World Championionship in the individual event at what age? ",hallucinated,"The expert mentor to the celebrities that perform on ""Splash!"" won the 2009 FINA World Championionship in the individual event at the age of 21.",0.82,0.25,0.98,0.73,1,True,Tom Daley won the 2009 FINA World Championship in the individual event at the age of 15.,1971.89
sample_128,general,"The expert mentor to the celebrities that perform on ""Splash!"" won the 2009 FINA World Championionship in the individual event at what age? ",supported,15,0.12,0.98,0.98,0.0,1,True,15,0.01
sample_129,general,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?",hallucinated,"""I Got a Thang for You"" featured Rihanna.",0.82,0.25,0.98,0.73,1,True,"""Facts contradict the response: 'Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album's second single.Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.""'",4381.88
sample_130,general,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?",supported,Keyshia Cole,0.12,0.98,0.98,0.0,1,True,Keyshia Cole,0.02
sample_131,general,What profession does Am Rong and Alexandre Rockwell have in common?,hallucinated,Alexandre Rockwell and Am Rong are not in the same profession.,0.82,0.25,0.25,0.0,3,False,Alexandre Rockwell and Am Rong are not in the same profession.,3698.08
sample_132,general,What profession does Am Rong and Alexandre Rockwell have in common?,supported,filmmaker,0.12,0.98,0.98,0.0,1,True,filmmaker,0.03
sample_133,general,El Nuevo Cojo and Golf Magazine are both special interest publications but which one is owned by Time Inc?,hallucinated,El Nuevo Cojo Ilustrado is owned by Time Inc.,0.82,0.25,0.25,0.0,3,False,El Nuevo Cojo Ilustrado is owned by Time Inc.,5682.15
sample_134,general,El Nuevo Cojo and Golf Magazine are both special interest publications but which one is owned by Time Inc?,supported,Golf Magazine,0.12,0.98,0.98,0.0,1,True,Golf Magazine,0.04
sample_135,general,Who funds the bowling team that includes the school bus driver for Springfield Elementary School?,hallucinated,The bowling team is self-funded.,0.82,0.25,0.98,0.73,1,True,"In the episode, Homer starts a bowling team with Moe, Apu, and Otto. When Mr. Burns discovers the team was funded with his money, he insists on joining. He is the school bus driver for Springfield Elementary School.",2710.48
sample_136,general,Who funds the bowling team that includes the school bus driver for Springfield Elementary School?,supported,Mr. Burns,0.12,0.98,0.98,0.0,1,True,Mr. Burns,0.01
sample_137,general,What city are George Washington University Hospital and MedStar Washington Hospital Center located in?,hallucinated,The George Washington University Hospital and MedStar Washington Hospital Center are located in different cities.,0.82,0.25,0.98,0.73,1,True,"The George Washington University Hospital is located in Washington, D.C., and MedStar Washington Hospital Center is also located in Washington, D.C.",1846.96
sample_138,general,What city are George Washington University Hospital and MedStar Washington Hospital Center located in?,supported,"Washington, D.C.",0.12,0.98,0.98,0.0,1,True,"Washington, D.C.",0.02
sample_139,general,what is the connection between Peter O'Meara and Norman Dike?,hallucinated,Peter O'Meara played Norman Dike's brother.,0.82,0.25,0.98,0.73,1,True,"Lauded for his work on the London stage he came to the screen in the groundbreaking HBO series ""Band of Brothers"" playing 1st Lt Norman Dike. Dike was portrayed in the HBO miniseries ""Band of Brothers"" by Peter O'Meara.",5230.8
sample_140,general,what is the connection between Peter O'Meara and Norman Dike?,supported,Band of Brothers,0.12,0.98,0.98,0.0,1,True,Band of Brothers,0.02
sample_141,general,"What author has contributed to such works as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being being associated with Dysteleology?",hallucinated,"Richard Dawkins, a noted atheist.",0.82,0.25,0.98,0.73,1,True,"Dysteleology is an aggressive, yet optimistic, form of science-oriented atheism originally perhaps associated with Haeckel and his followers, but now perhaps more associated with the type of atheism of Richard Dawkins, Sam Harris, or Christopher Hitchens. He contributed to ""New Statesman"", ""The Nation"", ""The Weekly Standard"", ""The Atlantic"", ""London Review of Books"", ""The Times Literary Supplement"", ""Slate"", ""Free Inquiry"" and ""Vanity Fair"".",11475.03
sample_142,general,"What author has contributed to such works as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being being associated with Dysteleology?",supported,Christopher Hitchens,0.12,0.98,0.98,0.0,1,True,Christopher Hitchens,0.03
sample_143,general,Who developed the prototype pacemaker used by the 34th President of the USA?,hallucinated,R Adams Cowley's surgical clamp was a favorite tool of President Eisenhower.,0.82,0.25,0.98,0.73,1,True,"The prototype pacemaker used by the 34th President of the USA, Dwight D. Eisenhower, was invented by R Adams Cowley.",3826.42
sample_144,general,Who developed the prototype pacemaker used by the 34th President of the USA?,supported,R Adams Cowley,0.12,0.98,0.98,0.0,1,True,R Adams Cowley,0.03
sample_145,general,Which publishing company has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort?,hallucinated,John Brown Publishing has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort.,0.82,0.25,0.25,0.0,3,False,John Brown Publishing has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort.,21620.57
sample_146,general,Which publishing company has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort?,supported,Dennis Publishing,0.12,0.98,0.98,0.0,1,True,Dennis Publishing,0.02
sample_147,general,"Who performed the lead single on the album Friends in Low Places, No Fences, that reached #1 on Billboard?",hallucinated,"""Friends in Low Places"" was performed by Brooks Garth.",0.82,0.25,0.98,0.73,1,True,"""Facts contradict the response: '""Friends in Low Places"" is a song performed by American country pop artist Garth Brooks. It was released on August 6, 1990 as the lead single from his album ""No Fences"". It was released on August 27, 1990, and reached #1 on ""Billboard's"" Top Country Albums chart.""",9939.81
sample_148,general,"Who performed the lead single on the album Friends in Low Places, No Fences, that reached #1 on Billboard?",supported,Garth Brooks,0.12,0.98,0.98,0.0,1,True,Garth Brooks,0.02
sample_149,general,Hate to Feel is the tenth track on what Alice in Chains' album that peaked as number six on the Billboard 200?,hallucinated,Hate to Feel can be found on Alice in Chains' critically acclaimed self-titled album.,0.82,0.25,0.98,0.73,1,True,"""Hate to Feel"" is the tenth track on Alice in Chains' album ""Dirt"" (1992). Peaking at number six on the ""Billboard"" 200, the album was also well received by music critics.""",5909.06
sample_150,general,Hate to Feel is the tenth track on what Alice in Chains' album that peaked as number six on the Billboard 200?,supported,Dirt,0.12,0.98,0.98,0.0,1,True,Dirt,0.02
sample_151,general,"The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk, goes by what alias?",hallucinated,Gourley is also known as the The Phantom.,0.82,0.25,0.98,0.73,1,True,Gourley is also known as the The Fantastic The.,1739.3
sample_152,general,"The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk, goes by what alias?",supported,The Fantastic The,0.12,0.98,0.98,0.0,1,True,The Fantastic The,0.02
sample_153,general,What year was the winner of the 2016 Marrakesh ePrix born?,hallucinated,Sébastien Buemi was born in 1988.,0.82,0.25,0.25,0.0,3,False,Sébastien Buemi was born in 1988.,10895.21
sample_154,general,What year was the winner of the 2016 Marrakesh ePrix born?,supported,1988,0.12,0.98,0.98,0.0,1,True,1988,0.02
sample_155,general,"South Korean actor Kim Yool-ho starred in what 2016 movie directed by Yeon Sang-ho Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?",hallucinated,"Kim Yool-ho starred in another South Korean zombie movie directed by Yeon Sang-ho, which starred Gong Yoo, Jung Yu-mi, and Ma Dong-seok called ""Peninsula"".",0.82,0.25,0.98,0.73,1,True,"Kim Yool-ho starred in the 2016 South Korean zombie thriller apocalypse film ""Train to Busan"" as ""man in suit 2,"" who helps Yong-suk (played by Kim Eui-sung).",3160.22
sample_156,general,"South Korean actor Kim Yool-ho starred in what 2016 movie directed by Yeon Sang-ho Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?",supported,Train to Busan,0.12,0.98,0.98,0.0,1,True,Train to Busan,0.02
sample_157,general,According to the 2006 census what is the population of the city in which James Iroha Uchechukwu was born ?,hallucinated,"The population of the city in which James Iroha Uchechukwu was born is approximately 720,000.",0.82,0.25,0.98,0.73,1,True,"He was born in 1972 in Enugu. The city had a population of 722,664 according to the 2006 Nigerian census.",2404.56
sample_158,general,According to the 2006 census what is the population of the city in which James Iroha Uchechukwu was born ?,supported,"722,664",0.12,0.98,0.98,0.0,1,True,"722,664",0.01
sample_159,general,What actor in the film D.C. Cab also had a role in the TV series Barney Miller?,hallucinated,Adam Baldwin was in Barney Miller.,0.82,0.25,0.25,0.0,3,False,Adam Baldwin was in Barney Miller.,13698.24
sample_160,general,What actor in the film D.C. Cab also had a role in the TV series Barney Miller?,supported,Max Gail,0.12,0.98,0.98,0.0,1,True,Max Gail,0.02
sample_161,general,Which industry do Richard Hawley and Chicago's Catherine belong to? ,hallucinated,Richard Hawley is a chef.,0.82,0.25,0.25,0.0,3,False,Richard Hawley is a chef.,8555.69
sample_162,general,Which industry do Richard Hawley and Chicago's Catherine belong to? ,supported,rock band,0.12,0.98,0.98,0.0,1,True,rock band,0.02
sample_163,general,Are Pam Veasey and Jon Jost both American?,hallucinated,"Pam Veasey is American, but Jon Jost is not a native American.",0.82,0.25,0.98,0.73,1,True,"Pam Veasey is American, but Jon Jost is also American.",1262.38
sample_164,general,Are Pam Veasey and Jon Jost both American?,supported,yes,0.12,0.98,0.98,0.0,1,True,yes,0.42
sample_165,general,Maurice Hines and his brother were famous for what?,hallucinated,Maurice Hines and his brother were famous for their talents in multiple fields.,0.82,0.25,0.98,0.73,1,True,Maurice Hines and his brother were famous for being dancers.,1306.5
sample_166,general,Maurice Hines and his brother were famous for what?,supported,dancer Gregory Hines,0.12,0.98,0.98,0.0,1,True,dancer Gregory Hines,0.02
sample_167,general,Are the New Orleans Outfall Canals the same length as the Augusta Canal?,hallucinated,"No, Augusta Canal is longer.",0.82,0.25,0.98,0.73,1,True,The New Orleans Outfall Canals are shorter than the Augusta Canal.,1216.6
sample_168,general,In which stadium do the teams owned by Myra Kraft's husband play?,hallucinated,Myra Hiatt Kraft's husband owned a stadium.,0.82,0.25,0.98,0.73,1,True,"Myra Hiatt Kraft's husband owns the stadium where the New England Patriots and New England Revolution play, which is called Gillette Stadium.",2092.6
sample_169,general,In which stadium do the teams owned by Myra Kraft's husband play?,supported,Gillette Stadium,0.12,0.98,0.98,0.0,1,True,Gillette Stadium,0.02
sample_170,general,What southern California based band covered Blue Öyster Cult's Godzilla?,hallucinated,Fighting Gravity covered Blue Öyster Cult's Godzilla.,0.82,0.25,0.98,0.73,1,True,Fu Manchu covered Blue Öyster Cult's Godzilla.,1027.02
sample_171,general,What southern California based band covered Blue Öyster Cult's Godzilla?,supported,Fu Manchu,0.12,0.98,0.98,0.0,1,True,Fu Manchu,0.04
sample_172,general,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?",hallucinated,The Swedish-British executive serves as CEO of Lionsgate UK & Europe and was an Executive Producer for various films.,0.82,0.25,0.98,0.73,1,True,"He currently serves as CEO of Lionsgate UK & Europe and was the Executive Producer for Brooklyn, Eddie the Eagle, Salmon Fishing in the Yemen, The Railway Man, and London Has Fallen.",2757.31
sample_173,general,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?",supported,CEO of Lionsgate UK & Europe,0.12,0.98,0.98,0.0,1,True,CEO of Lionsgate UK & Europe,0.02
sample_174,general,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",hallucinated,"The actress who won two Tonys and an Emmy Award and was on ""Chuck"" is Lynn Redgrave.",0.82,0.25,0.98,0.73,1,True,"The actress who won two Tonys and an Emmy Award and was on ""Chuck"" is Jane Leeves.",3163.79
sample_175,general,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",supported,Swoosie Kurtz,0.12,0.98,0.98,0.0,1,True,Swoosie Kurtz,0.02
sample_176,general,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",hallucinated,The Atlanta Mansion is now called Candler Castle.,0.82,0.25,0.98,0.73,1,True,"The Atlanta Mansion is now called Rainbow Terrace, which is now known as Lullwater Estate.",2857.6
sample_177,general,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",supported,Lullwater Estate,0.12,0.98,0.98,0.0,1,True,Lullwater Estate,0.02
sample_178,general,Who invented the type of script used in autographs?,supported,the Sumerians,0.12,0.98,0.98,0.0,1,True,the Sumerians,0.01
sample_179,general,Approximately what percentage of the global population is made up of the ethnic group Princess Fragrant was produced to improve relations with?,hallucinated,More than 25%,0.82,0.25,0.98,0.73,1,True,"Its basis is the Fragrant Concubine, a Chinese legend about a Uighur girl from Kashgar who became a concubine of the Qianlong Emperor. The cartoon was produced to improve relations between the Han Chinese and the Uighurs. They constitute approximately 92% of the population of China, 95% of Taiwan (Han Taiwanese), 76% of Singapore, 23% of Malaysia and about 17% of the global population, making them the world's largest ethnic group with over 1.3 billion people.",12909.06
sample_180,general,Approximately what percentage of the global population is made up of the ethnic group Princess Fragrant was produced to improve relations with?,supported,17%,0.12,0.98,0.98,0.0,1,True,17%,0.02
sample_181,general,The Boren-McCurdy proposals were partially brought about by which Oklahoma politician in 1992?,hallucinated,The Boren-McCurdy proposals were partially brought about by David Beckham.,0.82,0.25,0.25,0.0,3,False,The Boren-McCurdy proposals were partially brought about by David Beckham.,11853.3
sample_182,general,The Boren-McCurdy proposals were partially brought about by which Oklahoma politician in 1992?,supported,David Lyle Boren,0.12,0.98,0.98,0.0,1,True,David Lyle Boren,0.02
sample_183,general,The Thoen Stone is on display at a museum in what county?,hallucinated,The Thoen Stone is currently displayed in Deadwood.,0.82,0.25,0.98,0.73,1,True,"It is currently on display at the Adams Museum & House in Deadwood, South Dakota.",2195.74
sample_184,general,The Thoen Stone is on display at a museum in what county?,supported,Lawrence County,0.12,0.98,0.98,0.0,1,True,Lawrence County,0.04
sample_185,general,"Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in Washington, D.C.?",hallucinated,Children's National Medical Center is a top-ranked hospital.,0.82,0.25,0.25,0.0,3,False,Children's National Medical Center is a top-ranked hospital.,10512.12
sample_186,general,"Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in Washington, D.C.?",supported,MedStar Washington Hospital Center,0.12,0.98,0.98,0.0,1,True,MedStar Washington Hospital Center,0.04
